(1, 17),6.2768,7.6820,6.4701,7.3700
(1, 18),6.5244,7.7596,6.5775,7.4409
(1, 19),6.6323,6.6588,7.8379,7.5074
(2, 19),7.5697,6.6863,7.9171,6.5699
(3, 19),7.6630,6.5830,7.9971,7.5402
(4, 19),7.7105,6.8573,8.0779,6.8222
(5, 19),7.8426,6.8874,8.1595,6.9685
(6, 19),7.8755,7.0435,8.2419,6.9691
(7, 19),7.9769,7.1048,8.3251,7.0117
(8, 19),7.9768,7.2169,8.4092,7.2235
(9, 19),8.1735,7.3066,8.4942,7.3004
(10, 19),8.2534,7.3120,8.5800,7.3925
(11, 19),8.3365,7.4053,8.6666,7.4729
(12, 19),8.4160,7.5522,8.7542,7.5284
(13, 19),7.9784,7.6488,8.8426,7.6411
(14, 19),8.5770,7.5574,8.9319,7.7307
(15, 19),8.6611,7.8237,7.8302,9.0221
(15, 18),8.0394,8.9276,8.0705,9.2648
(15, 17),8.3099,9.1720,9.5099,8.3074
(16, 17),9.2586,8.4085,9.6060,8.3953
(17, 17),9.3543,8.4938,9.7030,8.5043
(18, 17),9.4556,8.5836,9.8010,8.5963
(19, 17),9.5520,9.9000,8.6989,9.3667
(19, 16),-0.3300,9.7780,0.6542,0.0000
(19, 18),8.7794,10.0000,8.7905,9.6244
(19, 19),0.0000,0.0000,0.0000,0.0000
(3, 18),-0.3300,7.8990,-0.3300,-0.1262
(3, 17),-0.3300,-0.0593,-0.3300,-0.3300
(1, 13),-0.5610,-0.0350,-0.5610,0.0000
