(1, 1),-2.4006,-2.3542,-1.2615,-2.3590
(2, 1),-1.4992,-2.3915,-1.2743,-2.5224
(3, 1),-1.4685,-2.6041,-1.2871,-2.3870
(4, 1),-1.4593,-2.3941,-1.3001,-2.4480
(5, 1),-1.8397,-1.3133,-2.4623,-2.4199
(5, 2),-2.4357,-1.3265,-2.4328,-1.6644
(5, 3),-1.3399,-2.4451,-2.4894,-1.6790
(4, 3),-1.2020,-2.3485,-1.3445,-2.3673
(3, 3),-2.3131,-1.0626,-1.4103,-2.1850
(3, 4),-2.2416,-1.0733,-2.3574,-1.2102
(3, 5),-1.0841,-2.2051,-2.1934,-1.2817
(2, 5),-0.9436,-2.0558,-1.1279,-2.0379
(1, 5),-1.9235,-0.8016,-0.9931,-1.6508
(1, 6),-1.9463,-0.8097,-1.9518,-0.9627
(1, 7),-1.9545,-1.9214,-0.8179,-0.9582
(2, 7),-0.9698,-2.1183,-0.8261,-1.9901
(3, 7),-1.0489,-1.9294,-0.8345,-2.0642
(4, 7),-0.9859,-1.9644,-0.8429,-2.0628
(5, 7),-1.3334,-2.0168,-1.9510,-0.8514
(5, 6),-2.0603,-1.0888,-1.8490,-0.7085
(5, 5),-2.3011,-0.7432,-0.5642,-1.6940
(1, 4),-3.9390,-0.9573,-3.6355,-3.6347
(1, 3),-3.7432,-3.5628,-3.9145,-3.5606
(6, 5),-0.7690,-1.7737,-0.5699,-1.6733
(7, 5),-0.7441,-1.7255,-1.7101,-0.5756
(7, 4),-1.5380,-0.6316,-1.5509,-0.4299
(7, 3),-1.4910,-0.4562,-1.4153,-0.2827
(7, 2),-1.2578,-0.3695,-1.2514,-0.1341
(7, 1),-1.1682,-0.1475,0.0161,-1.1135
(8, 1),-0.1494,-1.1123,0.0162,-1.1522
(9, 1),-0.4034,-1.1372,0.0164,-1.1657
(10, 1),-0.1994,-1.1008,0.0166,-1.1276
(11, 1),-0.6043,0.0167,-1.1600,-1.0973
(11, 2),-1.1022,0.0169,-1.1242,-0.1373
(11, 3),0.0171,-1.3225,-1.4396,-0.2298
(10, 3),0.1688,-0.9491,0.0005,-0.9651
(9, 3),-0.9151,0.3220,-0.1194,-0.8120
(9, 4),-0.8408,0.3252,-0.7817,-0.0812
(9, 5),-0.8670,-0.7856,0.3285,0.1014
(10, 5),0.1537,-0.7956,0.3319,-0.8719
(11, 5),-0.0309,0.3352,-0.8502,-0.8137
(11, 6),-0.8032,0.3386,-1.0625,0.1310
(11, 7),-0.7937,-0.8747,0.3420,-1.0936
(12, 7),0.1762,-1.0417,0.3455,-0.8294
(13, 7),-0.2529,-0.8277,0.3490,-0.9020
(14, 7),0.1584,-0.7999,0.3525,-0.8226
(15, 7),0.1942,-0.7636,0.3560,-0.7719
(16, 7),0.1759,-0.7622,0.3596,-0.9688
(17, 7),0.1968,-0.9957,0.3633,-0.8222
(18, 7),0.0360,-0.8064,0.3669,-0.9843
(19, 7),-0.3517,0.3706,-0.8455,-0.0455
(19, 6),-4.1044,0.3271,-4.3003,-3.7618
(19, 8),-0.7337,0.3744,-0.8082,0.1606
(19, 9),0.3782,-0.7369,-0.7318,0.1926
(18, 9),0.5335,-0.6879,0.2919,-0.6274
(17, 9),-0.4257,0.6904,0.4855,-0.4519
(17, 10),-0.4128,0.6974,-0.4497,0.4747
(17, 11),-0.4427,0.7044,-0.4262,0.3667
(17, 12),-0.4153,0.7115,-0.4011,0.4245
(17, 13),0.7187,-0.3940,-0.3952,0.0633
(16, 13),0.8775,-0.2639,0.5314,-0.3543
(15, 13),1.0379,-0.0929,0.7408,-0.1565
(14, 13),1.1999,0.0546,1.0078,0.0828
(13, 13),0.2196,1.3635,1.1436,0.0379
(13, 14),0.2530,1.3773,0.1726,1.1663
(13, 15),0.2345,1.3912,-0.1025,1.1816
(13, 16),0.2774,1.4053,0.2273,1.2233
(13, 17),1.4194,0.2144,0.2856,1.1059
(12, 17),1.5853,0.3357,1.3881,0.4400
(19, 5),-4.2837,-3.6884,-4.3639,-3.6869
(19, 4),-4.1069,-3.6148,-3.8960,-3.6090
(19, 3),-3.8922,-3.5403,-3.7516,-3.5303
(19, 2),-3.9499,-3.4614,-4.0174,-3.4565
(19, 1),-3.3822,-3.3843,-3.6959,-3.9298
(18, 1),-3.3073,-3.9045,-3.3100,-3.4640
(17, 1),-3.6350,-3.2314,-3.2361,-3.6818
(17, 2),-3.7407,-3.3058,-3.7631,-3.3123
(17, 3),-3.9563,-3.3805,-3.7654,-3.3873
(17, 4),-4.2766,-3.4562,-4.0869,-3.4616
(17, 5),-3.5337,-3.9514,-4.0546,-3.5356
(16, 5),-3.4605,-3.9196,-3.4600,-4.1073
(15, 5),-3.3850,-3.9374,-3.3857,-3.9541
(14, 5),-3.3064,-3.7221,-3.3118,-3.5417
(13, 5),-3.4912,-3.9721,-3.2360,-3.2292
(11, 17),0.5893,0.2340,1.3702,1.7528
(11, 16),0.4050,1.5107,0.7078,1.9221
(11, 15),0.9028,1.6354,0.5911,2.0930
(11, 14),1.0398,1.9308,0.7774,2.2656
(11, 13),1.2839,1.8458,1.3001,2.4400
(11, 12),1.4789,2.2954,1.2994,2.6162
(11, 11),1.6108,2.5489,1.5669,2.7941
(11, 10),1.8031,2.4375,1.4277,2.9739
(11, 9),3.1554,2.7953,2.4946,1.9510
(12, 9),2.9000,-3.2035,-2.4246,-3.0365
(13, 9),-2.4947,-2.4978,-3.3915,-2.9649
(13, 10),-3.0903,-2.5692,-3.1264,-2.5814
(13, 11),-3.3413,-3.2295,-2.6429,-2.6545
(14, 11),-2.7292,-3.3114,-2.7206,-3.3591
(15, 11),-2.8039,-3.1681,-3.2436,-2.8016
(15, 10),-3.3218,-2.7311,-3.2749,-2.7297
(15, 9),-3.3868,-2.6577,-3.2461,-3.0577
(10, 9),3.3388,2.1872,3.1143,2.1871
(9, 9),2.3478,2.3404,3.2354,3.5241
(9, 8),2.5192,3.4486,2.4902,3.7112
(9, 7),3.9002,3.5128,2.6595,2.7340
(8, 7),4.0911,2.5036,3.8235,2.9373
(7, 7),3.1014,4.2839,4.0108,3.0881
(7, 8),2.9746,4.3272,2.8574,3.4254
(7, 9),4.3709,3.2060,3.1524,4.0790
(6, 9),4.5666,3.2969,4.3229,3.4141
(5, 9),3.5944,4.7642,4.4926,3.3777
(5, 10),3.6563,4.8123,3.5802,4.5331
(13, 4),-3.7097,-3.1587,-3.6198,-3.1541
(13, 3),-3.5966,-3.0844,-3.0769,-3.6731
(14, 3),-3.1582,-3.2081,-3.1542,-3.5911
(15, 3),-3.2330,-3.6156,-3.6847,-3.2308
(15, 2),-3.2601,-3.1598,-3.7861,-3.1564
(15, 1),-3.0819,-3.0864,-3.6927,-3.2145
(14, 1),-3.0094,-3.2866,-3.0125,-3.5533
(13, 1),-3.1570,-3.3379,-2.9371,-3.3364
(5, 11),3.4514,3.6068,4.8610,4.3672
(6, 11),4.5097,3.7326,4.9101,3.5858
(7, 11),4.6828,4.9597,3.7994,3.7792
(7, 12),3.7998,5.0098,3.7887,4.7331
(7, 13),3.8777,5.0604,3.8398,4.6478
(7, 14),3.8857,5.1115,3.9056,4.5385
(7, 15),3.8889,4.0079,5.1631,4.9000
(8, 15),4.6721,3.8804,5.2153,4.0028
(9, 15),4.7714,5.2679,4.0539,4.7502
(9, 16),4.0296,5.3211,4.1560,4.9898
(9, 17),5.3749,4.2200,4.1771,5.0732
(9, 14),-2.2218,5.1784,-2.1341,-1.4285
(8, 17),5.5807,4.4014,5.2787,4.3766
(7, 17),5.7886,4.6196,5.5051,4.5649
(6, 17),5.9986,4.5910,5.7151,4.8260
(5, 17),5.0046,4.9969,5.9034,6.2107
(9, 13),-1.9346,-1.3542,-1.9114,-1.3620
(9, 12),-2.0015,-1.2925,-2.1503,-1.2934
(9, 11),-1.4733,-1.2201,-1.8111,-1.7768
(5, 16),5.2586,6.0936,5.1603,6.4249
(5, 15),6.6414,6.2661,5.4247,5.4657
(4, 15),6.8600,5.6323,6.5574,5.6808
(3, 15),7.0808,5.8660,6.7454,5.9021
(2, 15),7.3038,6.0996,6.9894,6.1228
(1, 15),6.2807,7.5291,7.1562,6.9709
(1, 14),-0.3300,7.4183,-0.5610,-0.0985
(1, 16),6.4239,7.6051,6.4185,7.3034
