(1, 1),1.9580,3.0891,1.9576,1.9582
(1, 2),1.9848,3.1203,1.9890,2.9073
(1, 3),2.0201,3.1519,2.0117,2.9379
(1, 4),2.0512,3.1837,2.0515,2.9686
(1, 5),2.0826,3.2159,2.0833,2.9973
(1, 6),2.1149,3.2483,2.1111,3.0306
(1, 7),2.1483,2.1483,3.2812,3.0645
(2, 7),3.0917,2.1782,3.3143,2.1806
(3, 7),3.1296,2.2131,3.3478,2.2139
(4, 7),3.1641,3.3804,3.3816,2.2451
(5, 7),3.1954,3.4158,2.2815,2.2812
(5, 8),3.2312,3.4503,2.3149,3.2306
(5, 9),2.3496,2.3484,3.4851,3.2645
(4, 8),-2.5678,0.0074,3.4158,-0.0770
(6, 9),3.2999,2.3837,3.5203,2.3817
(7, 9),3.3337,3.5559,2.4138,2.4201
(7, 10),2.4535,3.5918,2.4556,3.3694
(7, 11),2.4908,2.4838,3.6281,3.4040
(8, 11),3.4398,2.5276,3.6647,2.5269
(9, 11),3.4773,3.7017,2.5647,2.5640
(9, 12),2.6005,3.7391,2.6005,3.5146
(9, 13),2.6386,2.6390,3.7769,3.5507
(10, 13),3.5891,2.6762,3.8150,2.6768
(11, 13),3.6218,3.8536,2.7149,2.7147
(11, 14),2.7513,3.8925,2.7526,3.6649
(11, 15),3.9318,2.7924,2.7921,3.7034
(10, 15),4.1231,2.9817,3.8909,2.9818
(9, 15),4.3162,3.1729,4.0818,3.1730
(8, 15),4.5113,3.3660,4.2727,3.3662
(7, 15),3.5613,3.5612,4.4661,4.7084
(7, 14),3.7582,4.6607,3.7584,4.9075
(7, 13),5.1086,4.8581,3.9574,3.9570
(6, 13),5.3117,4.1586,5.0574,4.1584
(5, 13),4.3617,5.5169,5.2580,4.3613
(5, 14),4.4168,5.5726,4.4168,5.3116
(5, 15),5.6289,4.4715,4.4726,5.3664
(4, 15),5.8373,4.6788,5.5725,4.6789
(3, 15),4.8873,6.0477,5.7789,4.8870
(3, 16),4.9475,6.1088,4.9477,5.8372
(3, 17),5.0088,5.0088,6.1705,5.8977
(4, 17),5.9588,5.0705,6.2329,5.0704
(5, 17),6.0205,5.1328,6.2958,5.1329
(6, 17),6.0815,5.1957,6.3594,5.1957
(7, 17),6.1458,5.2594,6.4237,5.2593
(8, 17),6.2093,5.3236,6.4885,5.3235
(9, 17),6.2736,6.5541,5.3885,5.3885
(9, 18),5.4541,6.6203,5.4541,6.3384
(9, 19),6.4019,5.5199,6.6872,6.4041
(10, 19),6.4703,5.5872,6.7547,5.5871
(11, 19),6.5372,5.6547,6.8229,5.6547
(12, 19),6.6047,5.7229,6.8919,5.7229
(13, 19),6.6729,5.7918,6.9615,5.7919
(14, 19),6.7419,5.8615,7.0318,5.8615
(15, 19),6.8115,5.9318,5.9318,7.1028
(15, 18),6.1527,7.0318,6.1528,7.3261
