(15, 17),7.5516,7.2528,6.3761,6.3761
(14, 17),7.7794,6.6016,7.4761,6.6016
(13, 17),7.7001,6.8294,7.7016,8.0095
(12, 17),0.8679,4.5938,7.9294,2.2749
(13, 16),7.0595,7.9294,7.0595,8.2419
(13, 15),7.2919,8.1595,7.2919,8.4767
(8, 19),1.1596,-2.0658,6.6201,0.0020
(7, 19),-1.0175,-1.5174,4.2772,-1.9722
(6, 19),-0.9400,-1.8890,-0.5070,-1.9421
(5, 19),-0.8585,-1.8205,-0.8687,-1.7754
(13, 14),7.5267,8.3919,7.5267,8.7138
(11, 17),-1.3105,-1.1971,4.1401,-1.5653
(13, 13),7.7638,8.6267,8.9534,7.7638
(4, 19),-0.7879,-1.6834,-0.7902,-1.7275
(3, 19),-0.7080,-1.6092,-0.7195,-1.3296
(2, 19),-0.6295,-1.5414,-0.6372,-1.6120
(1, 19),-1.4086,-1.4374,-0.5518,-0.5418
(1, 18),-1.4326,-0.4723,-1.4039,-0.4857
(14, 13),8.7138,7.8534,9.0438,7.8534
(15, 13),8.8034,7.9438,9.1352,7.9438
(16, 13),8.8938,8.0352,9.2274,8.0352
(17, 13),8.9852,8.1274,9.3206,8.1274
(18, 13),9.0774,8.2206,9.4148,8.2206
(19, 13),9.1706,9.5099,8.3148,9.1706
(19, 14),8.4099,9.6060,8.4099,9.2648
(19, 15),8.5059,9.7030,8.5059,9.3599
(19, 16),8.6030,9.8010,8.6030,9.4559
(19, 17),8.7010,9.9000,8.7010,9.5530
(19, 18),8.8000,10.0000,8.8000,9.6510
(19, 19),0.0000,0.0000,0.0000,0.0000
(19, 12),5.3453,9.4148,7.4601,5.2061
(19, 11),0.0747,8.0206,1.1109,1.7357
(18, 11),-0.0540,-0.2200,1.4575,-0.3407
(1, 17),-1.2301,-0.4112,-1.3414,-0.4083
(1, 16),-1.2352,-0.3333,-1.2212,-0.3226
(1, 15),-1.0039,-0.2477,-0.8686,-0.2194
(1, 14),-0.7665,-0.1341,-0.7626,-0.1479
(1, 13),-0.6605,-0.0647,-0.0694,-0.1278
(1, 12),-0.3962,-0.0164,-0.7425,-0.0732
(1, 11),-0.2200,-0.0028,-0.0010,-0.0300
(2, 11),-0.0540,-0.6496,-0.0051,-0.3960
(3, 11),-0.0886,-0.0544,-0.0538,-0.6642
(3, 12),-1.0401,-0.1228,-0.7779,-0.1351
(3, 13),-0.2080,-0.8063,-0.8748,-0.2095
(2, 13),-0.1377,-0.5528,-0.1390,-0.7784
(17, 11),-0.2200,-0.2200,0.0553,-0.0540
(17, 10),-0.2200,0.0000,0.0000,0.0000
(4, 11),-0.1236,-0.8424,-0.0974,-0.9677
(5, 11),-0.1727,-0.6867,-0.7099,-0.5766
(1, 10),-0.2200,-0.0002,0.0000,-0.0300
(1, 9),-0.2200,0.0000,0.0000,0.0000
