0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.556175782239959782e+00,1.565709665018022223e+00,2.769326924362435438e+00,1.566968756851335520e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.523191618209081888e+00,-6.212186024394623196e+00,-5.276136722102757304e+00,-6.315321453361928405e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.921400480661530352e+00,-4.697288212518170525e+00,-4.749717378987379668e+00,-5.599606124940258667e+00
-5.914715090206907888e+00,-4.710767416641347793e+00,-5.725612912399636656e+00,-4.794416583736289539e+00
-5.860383409582424541e+00,-4.587161926599062411e+00,-5.773503432878951180e+00,-5.045275611882213518e+00
-5.773910260434266917e+00,-4.365898902789915326e+00,-5.617678924257106132e+00,-4.724523198159082504e+00
-5.517384336207337370e+00,-1.651722635599997435e+00,-5.456075661404167221e+00,-4.682251052529579738e+00
-3.581228816970645656e+00,1.811363304170555466e+00,-2.993115973408007058e+00,-3.360477100995728605e+00
-1.324718977985123169e-02,3.566471783248787553e+00,5.157446130481713187e-01,8.229438912570433140e-02
2.504635752642330626e+00,4.079276732802012084e+00,2.352975110093240563e+00,2.957425752843849676e+00
3.058413509856647838e+00,4.339698792046202236e+00,3.778113484058994942e+00,3.741091208343033436e+00
3.097067729743396391e+00,4.368696108631183961e+00,3.097490109734502894e+00,3.777620486452222259e+00
3.128155661794354003e+00,4.399305307218434713e+00,3.119409127348501176e+00,3.810032854093679866e+00
3.163149371515083352e+00,4.431770008696545915e+00,3.149765745719906196e+00,3.845540683519499847e+00
3.198983882424442093e+00,4.466227830539513555e+00,3.199285387111279189e+00,3.861491044726017563e+00
3.218854771928928660e+00,4.502576241758741382e+00,3.229786802500226095e+00,3.902429493907638491e+00
3.252766396834864793e+00,3.264904659963820066e+00,4.540478193078000935e+00,3.937614376016509432e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.284046285157531830e+00,1.523349454092967070e+00,2.715631383967640922e+00,1.510556766659264305e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.603614050171660921e+00,-6.238151414639555803e+00,-5.096972766377246167e+00,-6.173847055580103493e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.920930326722736226e+00,-5.907682069498869204e+00,-5.140903016082307708e+00,-5.958498439344632303e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.012087669655844735e+00,2.755477161326884250e+00,3.470987995719150287e+00,2.762511591418088663e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.988601452615354148e+00,3.295075310915403399e+00,4.579627861272280498e+00,3.306865345138909174e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.228469606418141957e+00,1.442729591855608451e+00,2.658895541768883763e+00,1.451539997455289166e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
